colizao,512,352,0017E60F,0,1,1,4294967295,0,0
colizao,480,352,0001C552,0,1,1,4294967295,0,0
colizao,448,352,000952D2,0,1,1,4294967295,0,0
colizao,416,352,001EE0DB,0,1,1,4294967295,0,0
colizao,384,352,001DEC74,0,1,1,4294967295,0,0
colizao,352,352,001DEDDF,0,1,1,4294967295,0,0
colizao,320,352,0030A837,0,1,1,4294967295,0,0
colizao,288,352,00210E27,0,1,1,4294967295,0,0
colizao,256,352,00123287,0,1,1,4294967295,0,0
colizao,224,352,0000C15C,0,1,1,4294967295,0,0
colizao,192,352,003470F9,0,1,1,4294967295,0,0
colizao,160,352,001B68FC,0,1,1,4294967295,0,0
colizao,128,352,00073D56,0,1,1,4294967295,0,0
colizao,96,352,002688E3,0,1,1,4294967295,0,0
colizao,96,320,001F78BC,0,1,1,4294967295,0,0
colizao,96,288,002822F3,0,1,1,4294967295,0,0
colizao,96,256,002E0A23,0,1,1,4294967295,0,0
colizao,96,224,0028E365,0,1,1,4294967295,0,0
colizao,96,192,00136F1F,0,1,1,4294967295,0,0
colizao,96,160,0034000A,0,1,1,4294967295,0,0
colizao,96,128,003E1E31,0,1,1,4294967295,0,0
colizao,128,128,00292E9B,0,1,1,4294967295,0,0
colizao,160,128,000771FD,0,1,1,4294967295,0,0
colizao,192,128,00361FF5,0,1,1,4294967295,0,0
colizao,224,128,000CC62A,0,1,1,4294967295,0,0
colizao,256,128,00068E1D,0,1,1,4294967295,0,0
colizao,288,128,00323C99,0,1,1,4294967295,0,0
colizao,320,128,00195FB5,0,1,1,4294967295,0,0
colizao,352,128,0025C4CB,0,1,1,4294967295,0,0
colizao,384,128,0017F916,0,1,1,4294967295,0,0
colizao,416,128,0019DD9D,0,1,1,4294967295,0,0
colizao,448,128,002C3D8F,0,1,1,4294967295,0,0
colizao,480,128,0035AD98,0,1,1,4294967295,0,0
colizao,512,128,001DFD2F,0,1,1,4294967295,0,0
colizao,544,128,0035A91E,0,1,1,4294967295,0,0
colizao,576,128,0019BA12,0,1,1,4294967295,0,0
colizao,608,128,0036B911,0,1,1,4294967295,0,0
colizao,640,128,001FA33F,0,1,1,4294967295,0,0
colizao,672,128,000D0B5D,0,1,1,4294967295,0,0
colizao,704,128,001BFE68,0,1,1,4294967295,0,0
colizao,704,160,003EBF9A,0,1,1,4294967295,0,0
colizao,704,192,002F5F74,0,1,1,4294967295,0,0
colizao,704,224,003B15AE,0,1,1,4294967295,0,0
colizao,704,256,002E4F33,0,1,1,4294967295,0,0
colizao,704,288,003CF358,0,1,1,4294967295,0,0
colizao,704,320,00352F33,0,1,1,4294967295,0,0
colizao,704,352,0026A9D2,0,1,1,4294967295,0,0
colizao,672,352,00094F57,0,1,1,4294967295,0,0
colizao,640,352,001DA2EC,0,1,1,4294967295,0,0
colizao,608,352,0003D955,0,1,1,4294967295,0,0
colizao,0,544,0023B1F4,0,1,1,4294967295,0,0
colizao,32,544,001B03BD,0,1,1,4294967295,0,0
colizao,64,544,00201B44,0,1,1,4294967295,0,0
colizao,96,544,0028593C,0,1,1,4294967295,0,0
colizao,128,544,000AF9FA,0,1,1,4294967295,0,0
colizao,160,544,00136521,0,1,1,4294967295,0,0
colizao,192,544,000DB905,0,1,1,4294967295,0,0
colizao,224,544,0023DFC8,0,1,1,4294967295,0,0
colizao,256,544,001DDA3D,0,1,1,4294967295,0,0
colizao,288,544,000DD0A9,0,1,1,4294967295,0,0
colizao,320,544,001210B5,0,1,1,4294967295,0,0
colizao,352,544,0008ED66,0,1,1,4294967295,0,0
colizao,384,544,0006ED29,0,1,1,4294967295,0,0
colizao,416,544,0028A73C,0,1,1,4294967295,0,0
colizao,448,544,002ADDB6,0,1,1,4294967295,0,0
colizao,480,544,00009670,0,1,1,4294967295,0,0
colizao,512,544,00247CEC,0,1,1,4294967295,0,0
colizao,544,544,0037F9A7,0,1,1,4294967295,0,0
colizao,576,544,0006A89A,0,1,1,4294967295,0,0
colizao,608,544,0003AD4A,0,1,1,4294967295,0,0
colizao,640,544,00254229,0,1,1,4294967295,0,0
colizao,672,544,000F9FDB,0,1,1,4294967295,0,0
colizao,704,544,001DDC8B,0,1,1,4294967295,0,0
colizao,736,544,00256777,0,1,1,4294967295,0,0
colizao,768,544,003A8BDF,0,1,1,4294967295,0,0
colizao,800,544,003EF65F,0,1,1,4294967295,0,0
colizao,832,544,0010ADC3,0,1,1,4294967295,0,0
colizao,864,544,002B11DD,0,1,1,4294967295,0,0
colizao,896,544,002AF54E,0,1,1,4294967295,0,0
colizao,928,544,00062D3D,0,1,1,4294967295,0,0
colizao,992,544,000DB9FD,0,1,1,4294967295,0,0
colizao,960,544,003B6465,0,1,1,4294967295,0,0
colizao,992,384,001FD839,0,1,1,4294967295,0,0
colizao,992,352,002E1AB1,0,1,1,4294967295,0,0
colizao,992,320,000F5636,0,1,1,4294967295,0,0
colizao,992,288,00068A93,0,1,1,4294967295,0,0
colizao,992,256,003B9DB8,0,1,1,4294967295,0,0
colizao,992,224,003FE3C2,0,1,1,4294967295,0,0
colizao,992,192,000D9576,0,1,1,4294967295,0,0
colizao,992,160,003CD05E,0,1,1,4294967295,0,0
colizao,992,128,000E59C0,0,1,1,4294967295,0,0
colizao,992,96,002CE803,0,1,1,4294967295,0,0
colizao,992,64,0008B370,0,1,1,4294967295,0,0
colizao,992,32,003BE5EE,0,1,1,4294967295,0,0
colizao,992,0,0032DED2,0,1,1,4294967295,0,0
colizao,768,384,003305A6,0,1,1,4294967295,0,0
colizao,800,384,000B05A7,0,1,1,4294967295,0,0
colizao,832,384,0016CE72,0,1,1,4294967295,0,0
colizao,864,384,00149922,0,1,1,4294967295,0,0
colizao,896,384,00217BCF,0,1,1,4294967295,0,0
colizao,928,384,00116023,0,1,1,4294967295,0,0
colizao,960,384,001BD302,0,1,1,4294967295,0,0
colizao,736,352,003E88AB,0,1,1,4294967295,0,0
colizao,736,320,0033E1C7,0,1,1,4294967295,0,0
colizao,768,288,00193427,0,1,1,4294967295,0,0
colizao,800,288,0015F926,0,1,1,4294967295,0,0
colizao,832,288,00102972,0,1,1,4294967295,0,0
colizao,864,288,00024AC9,0,1,1,4294967295,0,0
colizao,896,288,00233228,0,1,1,4294967295,0,0
colizao,928,288,0016FF11,0,1,1,4294967295,0,0
colizao,960,288,00199C49,0,1,1,4294967295,0,0
colizao,64,256,001EB61B,0,1,1,4294967295,0,0
colizao,32,256,000949F0,0,1,1,4294967295,0,0
colizao,0,256,0021E759,0,1,1,4294967295,0,0
player,416,448,001C033B,0,1,1,4294967295,0,0
TP_NOOBFIELD_EXTERIOR,960,416,003BF269,0,1,1,4294967295,0,0
TP_NOOBFIELD_EXTERIOR,960,448,001814BD,0,1,1,4294967295,0,0
TP_NOOBFIELD_EXTERIOR,960,480,0022AAB4,0,1,1,4294967295,0,0
TP_NOOBFIELD_EXTERIOR,960,512,000D4A43,0,1,1,4294967295,0,0
TP_NOOBFIELD_EXTERIOR,992,416,00182E61,0,1,1,4294967295,0,0
TP_NOOBFIELD_EXTERIOR,992,448,0009BF50,0,1,1,4294967295,0,0
TP_NOOBFIELD_EXTERIOR,992,480,0006B0AD,0,1,1,4294967295,0,0
TP_NOOBFIELD_EXTERIOR,992,512,0026AE5C,0,1,1,4294967295,0,0
